Index,MRI_measure,disease,pvalue,cohens_d,cohens_d_CI_low,cohens_d_CI_high,Overlap,Overlap_CI_low,Overlap_CI_high
lh.aparc.area.table_lh_caudalanteriorcingulate_area_loop_our_model.rds,lh_caudalanteriorcingulate_area,NMOSD,0.880264224,-0.011216036,-0.15709791,0.134673627,0.901674555,0.831457274,0.922758584
lh.aparc.area.table_lh_caudalmiddlefrontal_area_loop_our_model.rds,lh_caudalmiddlefrontal_area,MCI,0.169385758,0.135311703,-0.057645397,0.32810496,0.894361349,0.793622499,0.919751381
lh.aparc.area.table_lh_caudalmiddlefrontal_area_loop_our_model.rds,lh_caudalmiddlefrontal_area,AD,2.06E-07,0.343187873,0.213612675,0.472580711,0.847974904,0.773075118,0.881546367
lh.aparc.area.table_lh_caudalmiddlefrontal_area_loop_our_model.rds,lh_caudalmiddlefrontal_area,PD,7.76E-05,-0.154176001,-0.230624189,-0.077698635,0.908577751,0.868773434,0.923042272
lh.aparc.area.table_lh_caudalmiddlefrontal_area_loop_our_model.rds,lh_caudalmiddlefrontal_area,CSVD,0.41712102,0.051186962,-0.072434854,0.174783301,0.923873636,0.84806156,0.933673129
lh.aparc.area.table_lh_caudalmiddlefrontal_area_loop_our_model.rds,lh_caudalmiddlefrontal_area,MS,0.233854746,-0.071568581,-0.189352981,0.046248089,0.949481103,0.867335333,0.948844846
lh.aparc.area.table_lh_caudalmiddlefrontal_area_loop_our_model.rds,lh_caudalmiddlefrontal_area,NMOSD,0.005678516,0.206484071,0.060138973,0.352686523,0.871145952,0.789414702,0.904898352
lh.aparc.area.table_lh_cuneus_area_loop_our_model.rds,lh_cuneus_area,MCI,0.956149507,-0.005408133,-0.19805913,0.187249452,0.908374256,0.812606681,0.916527717
lh.aparc.area.table_lh_cuneus_area_loop_our_model.rds,lh_cuneus_area,AD,0.335953565,0.06313574,-0.065452812,0.191690317,0.946518752,0.872856048,0.951625476
lh.aparc.area.table_lh_cuneus_area_loop_our_model.rds,lh_cuneus_area,PD,0.009551081,-0.101031198,-0.177419704,-0.024623544,0.938651253,0.896174406,0.952435218
lh.aparc.area.table_lh_cuneus_area_loop_our_model.rds,lh_cuneus_area,CSVD,0.898403025,0.008053049,-0.115538256,0.131640325,0.948033362,0.880655061,0.957690869
lh.aparc.area.table_lh_cuneus_area_loop_our_model.rds,lh_cuneus_area,MS,0.120969576,-0.093245303,-0.211051138,0.024602619,0.924051835,0.862125311,0.943962466
lh.aparc.area.table_lh_cuneus_area_loop_our_model.rds,lh_cuneus_area,NMOSD,0.892920628,-0.010022837,-0.155904893,0.135866162,0.901349562,0.83115975,0.931183787
lh.aparc.area.table_lh_entorhinal_area_loop_our_model.rds,lh_entorhinal_area,MCI,4.60E-05,0.404867247,0.209998239,0.599252272,0.813560132,0.712737098,0.871721826
lh.aparc.area.table_lh_entorhinal_area_loop_our_model.rds,lh_entorhinal_area,AD,0.001750307,0.205847232,0.076911949,0.334672171,0.901755414,0.826795957,0.915741669
lh.aparc.area.table_lh_entorhinal_area_loop_our_model.rds,lh_entorhinal_area,PD,9.91E-05,0.151877166,0.075403372,0.228322216,0.912784454,0.868882891,0.935547874
lh.aparc.area.table_lh_entorhinal_area_loop_our_model.rds,lh_entorhinal_area,CSVD,0.880271071,0.009500367,-0.114091541,0.133087485,0.966574825,0.895114252,0.960288967
lh.aparc.area.table_lh_entorhinal_area_loop_our_model.rds,lh_entorhinal_area,MS,0.001697645,0.189042984,0.070974474,0.307026405,0.904820993,0.834329956,0.921440338
lh.aparc.area.table_lh_entorhinal_area_loop_our_model.rds,lh_entorhinal_area,NMOSD,8.71E-05,0.293734686,0.146962646,0.440304843,0.878274525,0.808816389,0.912951422
lh.aparc.area.table_lh_frontalpole_area_loop_our_model.rds,lh_frontalpole_area,MCI,0.002918634,-0.294302088,-0.48782381,-0.10042694,0.830901853,0.750985953,0.89187898
lh.aparc.area.table_lh_frontalpole_area_loop_our_model.rds,lh_frontalpole_area,AD,0.641702121,-0.030526909,-0.159065699,0.098028301,0.913434658,0.830701217,0.932195304
lh.aparc.area.table_lh_frontalpole_area_loop_our_model.rds,lh_frontalpole_area,PD,2.40E-39,-0.519756461,-0.597337264,-0.442080068,0.773878046,0.738372715,0.8115118
lh.aparc.area.table_lh_frontalpole_area_loop_our_model.rds,lh_frontalpole_area,CSVD,0.332262553,-0.061167188,-0.184769735,0.062465776,0.926273874,0.854522363,0.939948064
lh.aparc.area.table_lh_frontalpole_area_loop_our_model.rds,lh_frontalpole_area,MS,0.001267006,-0.194172133,-0.31216888,-0.076087998,0.888687227,0.823645717,0.909207301
lh.aparc.area.table_lh_frontalpole_area_loop_our_model.rds,lh_frontalpole_area,NMOSD,3.39E-06,-0.348532422,-0.495403823,-0.201422444,0.842465467,0.769765022,0.899696115
lh.aparc.area.table_lh_fusiform_area_loop_our_model.rds,lh_fusiform_area,MCI,0.061398273,0.184374906,-0.00880105,0.377328101,0.908995981,0.807347555,0.926313181
lh.aparc.area.table_lh_fusiform_area_loop_our_model.rds,lh_fusiform_area,AD,3.39E-10,0.416365852,0.286328606,0.54618332,0.79364626,0.730964328,0.847678567
lh.aparc.area.table_lh_fusiform_area_loop_our_model.rds,lh_fusiform_area,PD,0.788761496,-0.010437713,-0.086786606,0.065913154,0.909801793,0.866005087,0.927395089
lh.aparc.area.table_lh_fusiform_area_loop_our_model.rds,lh_fusiform_area,CSVD,0.356629329,-0.058152852,-0.181753342,0.065476602,0.934732618,0.867679701,0.950118056
lh.aparc.area.table_lh_fusiform_area_loop_our_model.rds,lh_fusiform_area,MS,0.019082011,0.14103982,0.023098638,0.258917373,0.925408378,0.856079448,0.934531817
lh.aparc.area.table_lh_fusiform_area_loop_our_model.rds,lh_fusiform_area,NMOSD,0.212300008,0.092919319,-0.053076404,0.238850613,0.925802864,0.846965468,0.942983171
lh.aparc.area.table_lh_inferiorparietal_area_loop_our_model.rds,lh_inferiorparietal_area,MCI,0.997400217,0.000320473,-0.192333678,0.192974224,0.928680289,0.829167668,0.948683244
lh.aparc.area.table_lh_inferiorparietal_area_loop_our_model.rds,lh_inferiorparietal_area,AD,1.89E-10,0.422476372,0.292396751,0.552333098,0.804051963,0.72788371,0.849474815
lh.aparc.area.table_lh_inferiorparietal_area_loop_our_model.rds,lh_inferiorparietal_area,PD,0.079287501,-0.068385152,-0.144750362,0.007993021,0.932076864,0.883558425,0.949150121
lh.aparc.area.table_lh_inferiorparietal_area_loop_our_model.rds,lh_inferiorparietal_area,CSVD,0.319372733,0.062819684,-0.060815275,0.186423379,0.895334836,0.830373785,0.921538216
lh.aparc.area.table_lh_inferiorparietal_area_loop_our_model.rds,lh_inferiorparietal_area,MS,0.141618217,0.088374347,-0.029465979,0.206174773,0.956472461,0.884084399,0.951396418
lh.aparc.area.table_lh_inferiorparietal_area_loop_our_model.rds,lh_inferiorparietal_area,NMOSD,0.411494093,0.061164361,-0.084775693,0.207061934,0.950633188,0.854605171,0.954801392
lh.aparc.area.table_lh_inferiortemporal_area_loop_our_model.rds,lh_inferiortemporal_area,MCI,0.286472713,0.104907396,-0.087942886,0.2976308,0.914950376,0.806615249,0.926592416
lh.aparc.area.table_lh_inferiortemporal_area_loop_our_model.rds,lh_inferiortemporal_area,AD,3.43E-09,0.391345142,0.261475276,0.521007954,0.843288214,0.776422654,0.873320844
lh.aparc.area.table_lh_inferiortemporal_area_loop_our_model.rds,lh_inferiortemporal_area,PD,0.009500816,-0.101102042,-0.177490603,-0.024694305,0.909119396,0.870917402,0.92273161
