Model,Race,Sex,Age,ROI,RelativeVolume_mean,RelativeVolume_std,RelativeVolume_median,RelativeVolume_max,RelativeVolume_min
Opus-4.1,All,Male,70-79,Entorhinal Cortex,0.00210,0.00027,0.00208,0.00264,0.00156
Opus-4.1,All,Male,70-79,Temporal Lobes,0.07756,0.00575,0.07736,0.08906,0.06606
Opus-4.1,All,Male,70-79,Parietal Lobes,0.07378,0.00552,0.07358,0.08482,0.06274
Opus-4.1,All,Male,70-79,Amygdala,0.00202,0.00018,0.00200,0.00238,0.00166
Opus-4.1,All,Male,70-79,Basal Forebrain,NaN,NaN,NaN,NaN,NaN
Opus-4.1,All,Male,70-79,Accumbens,0.00060,0.00007,0.00059,0.00074,0.00046
Opus-4.1,All,Male,70-79,Ventral DC,NaN,NaN,NaN,NaN,NaN
Opus-4.1,All,Male,70-79,Lateral Ventricle,0.01567,0.00534,0.01512,0.02635,0.00499
Opus-4.1,All,Male,80+,Hippocampus,0.00456,0.00039,0.00454,0.00534,0.00378
Opus-4.1,All,Male,80+,Entorhinal Cortex,0.00198,0.00025,0.00196,0.00248,0.00148
Opus-4.1,All,Male,80+,Temporal Lobes,0.07567,0.00561,0.07547,0.08689,0.06445
Opus-4.1,All,Male,80+,Parietal Lobes,0.07189,0.00538,0.07170,0.08265,0.06113
Opus-4.1,All,Male,80+,Amygdala,0.00194,0.00017,0.00192,0.00228,0.00160
Opus-4.1,All,Male,80+,Basal Forebrain,NaN,NaN,NaN,NaN,NaN
Opus-4.1,All,Male,80+,Accumbens,0.00054,0.00006,0.00053,0.00066,0.00042
Opus-4.1,All,Male,80+,Ventral DC,NaN,NaN,NaN,NaN,NaN
Opus-4.1,All,Male,80+,Lateral Ventricle,0.01912,0.00687,0.01843,0.03256,0.00568
Opus-4.1,All,Female,20-29,Hippocampus,0.00587,0.00051,0.00585,0.00689,0.00485
Opus-4.1,All,Female,20-29,Entorhinal Cortex,0.00256,0.00034,0.00254,0.00324,0.00188
Opus-4.1,All,Female,20-29,Temporal Lobes,0.08412,0.00625,0.08389,0.09662,0.07162
Opus-4.1,All,Female,20-29,Parietal Lobes,0.08034,0.00602,0.08012,0.09238,0.06830
Opus-4.1,All,Female,20-29,Amygdala,0.00234,0.00022,0.00232,0.00278,0.00190
Opus-4.1,All,Female,20-29,Basal Forebrain,NaN,NaN,NaN,NaN,NaN
Opus-4.1,All,Female,20-29,Accumbens,0.00081,0.00010,0.00080,0.00101,0.00061
Opus-4.1,All,Female,20-29,Ventral DC,NaN,NaN,NaN,NaN,NaN
Opus-4.1,All,Female,20-29,Lateral Ventricle,0.00823,0.00216,0.00801,0.01255,0.00391
Opus-4.1,All,Female,30-39,Hippocampus,0.00581,0.00050,0.00579,0.00681,0.00481
Opus-4.1,All,Female,30-39,Entorhinal Cortex,0.00253,0.00033,0.00251,0.00319,0.00187
Opus-4.1,All,Female,30-39,Temporal Lobes,0.08367,0.00621,0.08344,0.09609,0.07125
Opus-4.1,All,Female,30-39,Parietal Lobes,0.07989,0.00598,0.07967,0.09185,0.06793
Opus-4.1,All,Female,30-39,Amygdala,0.00232,0.00021,0.00230,0.00274,0.00190
Opus-4.1,All,Female,30-39,Basal Forebrain,NaN,NaN,NaN,NaN,NaN
Opus-4.1,All,Female,30-39,Accumbens,0.00079,0.00009,0.00078,0.00097,0.00061
Opus-4.1,All,Female,30-39,Ventral DC,NaN,NaN,NaN,NaN,NaN
Opus-4.1,All,Female,30-39,Lateral Ventricle,0.00863,0.00232,0.00839,0.01327,0.00399
Opus-4.1,All,Female,40-49,Hippocampus,0.00572,0.00049,0.00570,0.00670,0.00474
Opus-4.1,All,Female,40-49,Entorhinal Cortex,0.00249,0.00032,0.00247,0.00313,0.00185
Opus-4.1,All,Female,40-49,Temporal Lobes,0.08301,0.00616,0.08279,0.09533,0.07069
Opus-4.1,All,Female,40-49,Parietal Lobes,0.07923,0.00593,0.07901,0.09109,0.06737
Opus-4.1,All,Female,40-49,Amygdala,0.00229,0.00021,0.00227,0.00271,0.00187
Opus-4.1,All,Female,40-49,Basal Forebrain,NaN,NaN,NaN,NaN,NaN
Opus-4.1,All,Female,40-49,Accumbens,0.00076,0.00009,0.00075,0.00094,0.00058
Opus-4.1,All,Female,40-49,Ventral DC,NaN,NaN,NaN,NaN,NaN
Opus-4.1,All,Female,40-49,Lateral Ventricle,0.00935,0.00265,0.00907,0.01465,0.00405
Opus-4.1,All,Female,50-59,Hippocampus,0.00557,0.00048,0.00555,0.00653,0.00461
Opus-4.1,All,Female,50-59,Entorhinal Cortex,0.00242,0.00031,0.00240,0.00304,0.00180
Opus-4.1,All,Female,50-59,Temporal Lobes,0.08212,0.00609,0.08190,0.09433,0.06991
Opus-4.1,All,Female,50-59,Parietal Lobes,0.07834,0.00586,0.07812,0.09008,0.06660
Opus-4.1,All,Female,50-59,Amygdala,0.00225,0.00020,0.00223,0.00265,0.00185
Opus-4.1,All,Female,50-59,Basal Forebrain,NaN,NaN,NaN,NaN,NaN
Opus-4.1,All,Female,50-59,Accumbens,0.00073,0.00008,0.00072,0.00089,0.00057
Opus-4.1,All,Female,50-59,Ventral DC,NaN,NaN,NaN,NaN,NaN
Opus-4.1,All,Female,50-59,Lateral Ventricle,0.01048,0.00315,0.01015,0.01678,0.00418
Opus-4.1,All,Female,60-69,Hippocampus,0.00538,0.00046,0.00536,0.00630,0.00446
Opus-4.1,All,Female,60-69,Entorhinal Cortex,0.00234,0.00030,0.00232,0.00294,0.00174
Opus-4.1,All,Female,60-69,Temporal Lobes,0.08090,0.00600,0.08068,0.09294,0.06886
Opus-4.1,All,Female,60-69,Parietal Lobes,0.07712,0.00577,0.07690,0.08868,0.06556
Opus-4.1,All,Female,60-69,Amygdala,0.00220,0.00020,0.00218,0.00260,0.00180
Opus-4.1,All,Female,60-69,Basal Forebrain,NaN,NaN,NaN,NaN,NaN
Opus-4.1,All,Female,60-69,Accumbens,0.00069,0.00008,0.00068,0.00085,0.00053
Opus-4.1,All,Female,60-69,Ventral DC,NaN,NaN,NaN,NaN,NaN
Opus-4.1,All,Female,60-69,Lateral Ventricle,0.01213,0.00391,0.01173,0.01995,0.00431
Opus-4.1,All,Female,70-79,Hippocampus,0.00514,0.00044,0.00512,0.00602,0.00426
Opus-4.1,All,Female,70-79,Entorhinal Cortex,0.00223,0.00028,0.00221,0.00280,0.00166
Opus-4.1,All,Female,70-79,Temporal Lobes,0.07934,0.00588,0.07913,0.09114,0.06754
Opus-4.1,All,Female,70-79,Parietal Lobes,0.07556,0.00565,0.07535,0.08686,0.06426
Opus-4.1,All,Female,70-79,Amygdala,0.00213,0.00019,0.00211,0.00251,0.00175
Opus-4.1,All,Female,70-79,Basal Forebrain,NaN,NaN,NaN,NaN,NaN
Opus-4.1,All,Female,70-79,Accumbens,0.00064,0.00007,0.00063,0.00078,0.00050
Opus-4.1,All,Female,70-79,Ventral DC,NaN,NaN,NaN,NaN,NaN
Opus-4.1,All,Female,70-79,Lateral Ventricle,0.01449,0.00494,0.01398,0.02437,0.00461
Opus-4.1,All,Female,80+,Hippocampus,0.00485,0.00041,0.00483,0.00568,0.00402
Opus-4.1,All,Female,80+,Entorhinal Cortex,0.00211,0.00027,0.00209,0.00265,0.00157
Opus-4.1,All,Female,80+,Temporal Lobes,0.07745,0.00574,0.07724,0.08894,0.06596
Opus-4.1,All,Female,80+,Parietal Lobes,0.07367,0.00551,0.07346,0.08468,0.06266
Opus-4.1,All,Female,80+,Amygdala,0.00204,0.00018,0.00202,0.00240,0.00168
Opus-4.1,All,Female,80+,Basal Forebrain,NaN,NaN,NaN,NaN,NaN
Opus-4.1,All,Female,80+,Accumbens,0.00058,0.00007,0.00057,0.00072,0.00044
Opus-4.1,All,Female,80+,Ventral DC,NaN,NaN,NaN,NaN,NaN
Opus-4.1,All,Female,80+,Lateral Ventricle,0.01768,0.00635,0.01705,0.03011,0.00525
