Model,Race,Sex,Age,ROI,RelativeVolume_mean,RelativeVolume_std,RelativeVolume_median,RelativeVolume_max,RelativeVolume_min
Opus-4.1,All,Female,70-79,Accumbens,0.0003,0.0001,0.0003,0.0005,0.0001
Opus-4.1,All,Female,70-79,Ventral DC,0.0007,0.0001,0.0007,0.0009,0.0005
Opus-4.1,All,Female,70-79,Lateral Ventricle,0.0140,0.0040,0.0140,0.0220,0.0060
Opus-4.1,All,Female,80-89,Hippocampus,0.0023,0.0003,0.0023,0.0029,0.0017
Opus-4.1,All,Female,80-89,Entorhinal Cortex,0.0011,0.0002,0.0011,0.0015,0.0007
Opus-4.1,All,Female,80-89,Temporal Lobes,0.0825,0.0080,0.0825,0.0985,0.0665
Opus-4.1,All,Female,80-89,Parietal Lobes,0.0695,0.0070,0.0695,0.0835,0.0555
Opus-4.1,All,Female,80-89,Amygdala,0.0009,0.0001,0.0009,0.0011,0.0007
Opus-4.1,All,Female,80-89,Basal Forebrain,0.0003,0.0001,0.0003,0.0005,0.0001
Opus-4.1,All,Female,80-89,Accumbens,0.0003,0.0001,0.0003,0.0005,0.0001
Opus-4.1,All,Female,80-89,Ventral DC,0.0006,0.0001,0.0006,0.0008,0.0004
Opus-4.1,All,Female,80-89,Lateral Ventricle,0.0170,0.0045,0.0170,0.0260,0.0080
Opus-4.1,All,Female,90+,Hippocampus,0.0022,0.0003,0.0022,0.0028,0.0016
Opus-4.1,All,Female,90+,Entorhinal Cortex,0.0011,0.0002,0.0011,0.0015,0.0007
Opus-4.1,All,Female,90+,Temporal Lobes,0.0820,0.0080,0.0820,0.0980,0.0660
Opus-4.1,All,Female,90+,Parietal Lobes,0.0690,0.0070,0.0690,0.0830,0.0550
Opus-4.1,All,Female,90+,Amygdala,0.0008,0.0001,0.0008,0.0010,0.0006
Opus-4.1,All,Female,90+,Basal Forebrain,0.0002,0.0001,0.0002,0.0004,0.0001
Opus-4.1,All,Female,90+,Accumbens,0.0002,0.0001,0.0002,0.0004,0.0001
Opus-4.1,All,Female,90+,Ventral DC,0.0006,0.0001,0.0006,0.0008,0.0004
Opus-4.1,All,Female,90+,Lateral Ventricle,0.0205,0.0050,0.0205,0.0305,0.0105
Opus-4.1,All,Male,Under 20,Hippocampus,0.0029,0.0003,0.0029,0.0035,0.0023
Opus-4.1,All,Male,Under 20,Entorhinal Cortex,0.0015,0.0002,0.0015,0.0019,0.0011
Opus-4.1,All,Male,Under 20,Temporal Lobes,0.0855,0.0080,0.0855,0.1015,0.0695
Opus-4.1,All,Male,Under 20,Parietal Lobes,0.0725,0.0070,0.0725,0.0865,0.0585
Opus-4.1,All,Male,Under 20,Amygdala,0.0011,0.0001,0.0011,0.0013,0.0009
Opus-4.1,All,Male,Under 20,Basal Forebrain,0.0004,0.0001,0.0004,0.0006,0.0002
Opus-4.1,All,Male,Under 20,Accumbens,0.0004,0.0001,0.0004,0.0006,0.0002
Opus-4.1,All,Male,Under 20,Ventral DC,0.0008,0.0001,0.0008,0.0010,0.0006
Opus-4.1,All,Male,Under 20,Lateral Ventricle,0.0080,0.0025,0.0080,0.0130,0.0030
Opus-4.1,All,Female,Under 20,Hippocampus,0.0030,0.0003,0.0030,0.0036,0.0024
Opus-4.1,All,Female,Under 20,Entorhinal Cortex,0.0015,0.0002,0.0015,0.0019,0.0011
Opus-4.1,All,Female,Under 20,Temporal Lobes,0.0860,0.0080,0.0860,0.1020,0.0700
Opus-4.1,All,Female,Under 20,Parietal Lobes,0.0730,0.0070,0.0730,0.0870,0.0590
Opus-4.1,All,Female,Under 20,Amygdala,0.0011,0.0001,0.0011,0.0013,0.0009
Opus-4.1,All,Female,Under 20,Basal Forebrain,0.0004,0.0001,0.0004,0.0006,0.0002
Opus-4.1,All,Female,Under 20,Accumbens,0.0004,0.0001,0.0004,0.0006,0.0002
Opus-4.1,All,Female,Under 20,Ventral DC,0.0008,0.0001,0.0008,0.0010,0.0006
Opus-4.1,All,Female,Under 20,Lateral Ventricle,0.0075,0.0025,0.0075,0.0125,0.0025

