Model,Race,Sex,Age,ROI,RelativeVolume_mean,RelativeVolume_std,RelativeVolume_median,RelativeVolume_max,RelativeVolume_min
GPT-5,All,Male,<20,Temporal Lobes,0.12300,0.00450,0.12300,0.13200,0.11400
GPT-5,All,Female,<20,Temporal Lobes,0.12450,0.00450,0.12450,0.13350,0.11550
GPT-5,All,Male,20-29,Temporal Lobes,0.12250,0.00450,0.12250,0.13150,0.11350
GPT-5,All,Female,20-29,Temporal Lobes,0.12400,0.00450,0.12400,0.13300,0.11500
GPT-5,All,Male,30-39,Temporal Lobes,0.12150,0.00450,0.12150,0.13050,0.11250
GPT-5,All,Female,30-39,Temporal Lobes,0.12300,0.00450,0.12300,0.13200,0.11400
GPT-5,All,Male,40-49,Temporal Lobes,0.12000,0.00450,0.12000,0.12900,0.11100
GPT-5,All,Female,40-49,Temporal Lobes,0.12150,0.00450,0.12150,0.13050,0.11250
GPT-5,All,Male,50-59,Temporal Lobes,0.11850,0.00450,0.11850,0.12750,0.10950
GPT-5,All,Female,50-59,Temporal Lobes,0.12000,0.00450,0.12000,0.12900,0.11100
GPT-5,All,Male,60-69,Temporal Lobes,0.11700,0.00450,0.11700,0.12600,0.10800
GPT-5,All,Female,60-69,Temporal Lobes,0.11850,0.00450,0.11850,0.12750,0.10950
GPT-5,All,Male,70-79,Temporal Lobes,0.11600,0.00450,0.11600,0.12500,0.10700
GPT-5,All,Female,70-79,Temporal Lobes,0.11750,0.00450,0.11750,0.12650,0.10850
GPT-5,All,Male,80-89,Temporal Lobes,0.11500,0.00450,0.11500,0.12400,0.10600
GPT-5,All,Female,80-89,Temporal Lobes,0.11650,0.00450,0.11650,0.12550,0.10750
GPT-5,All,Male,90+,Temporal Lobes,0.11400,0.00450,0.11400,0.12300,0.10500
GPT-5,All,Female,90+,Temporal Lobes,0.11550,0.00450,0.11550,0.12450,0.10650
GPT-5,All,Male,<20,Parietal Lobes,0.11800,0.00400,0.11800,0.12600,0.11000
GPT-5,All,Female,<20,Parietal Lobes,0.11920,0.00400,0.11920,0.12720,0.11120
GPT-5,All,Male,20-29,Parietal Lobes,0.11750,0.00400,0.11750,0.12550,0.10950
GPT-5,All,Female,20-29,Parietal Lobes,0.11870,0.00400,0.11870,0.12670,0.11070
GPT-5,All,Male,30-39,Parietal Lobes,0.11650,0.00400,0.11650,0.12450,0.10850
GPT-5,All,Female,30-39,Parietal Lobes,0.11770,0.00400,0.11770,0.12570,0.10970
GPT-5,All,Male,40-49,Parietal Lobes,0.11500,0.00400,0.11500,0.12300,0.10700
GPT-5,All,Female,40-49,Parietal Lobes,0.11620,0.00400,0.11620,0.12420,0.10820
GPT-5,All,Male,50-59,Parietal Lobes,0.11350,0.00400,0.11350,0.12150,0.10550
GPT-5,All,Female,50-59,Parietal Lobes,0.11470,0.00400,0.11470,0.12270,0.10670
GPT-5,All,Male,60-69,Parietal Lobes,0.11250,0.00400,0.11250,0.12050,0.10450
GPT-5,All,Female,60-69,Parietal Lobes,0.11370,0.00400,0.11370,0.12170,0.10570
GPT-5,All,Male,70-79,Parietal Lobes,0.11150,0.00400,0.11150,0.11950,0.10350
GPT-5,All,Female,70-79,Parietal Lobes,0.11270,0.00400,0.11270,0.12070,0.10470
GPT-5,All,Male,80-89,Parietal Lobes,0.11050,0.00400,0.11050,0.11850,0.10250
GPT-5,All,Female,80-89,Parietal Lobes,0.11170,0.00400,0.11170,0.11970,0.10370
GPT-5,All,Male,90+,Parietal Lobes,0.10950,0.00400,0.10950,0.11750,0.10150
GPT-5,All,Female,90+,Parietal Lobes,0.11070,0.00400,0.11070,0.11870,0.10270
GPT-5,All,Male,<20,Amygdala,0.00195,0.00010,0.00195,0.00215,0.00175
GPT-5,All,Female,<20,Amygdala,0.00197,0.00010,0.00197,0.00217,0.00177
GPT-5,All,Male,20-29,Amygdala,0.00193,0.00010,0.00193,0.00213,0.00173
GPT-5,All,Female,20-29,Amygdala,0.00195,0.00010,0.00195,0.00215,0.00175
GPT-5,All,Male,30-39,Amygdala,0.00190,0.00010,0.00190,0.00210,0.00170
GPT-5,All,Female,30-39,Amygdala,0.00192,0.00010,0.00192,0.00212,0.00172
GPT-5,All,Male,40-49,Amygdala,0.00185,0.00010,0.00185,0.00205,0.00165
GPT-5,All,Female,40-49,Amygdala,0.00187,0.00010,0.00187,0.00207,0.00167
GPT-5,All,Male,50-59,Amygdala,0.00180,0.00010,0.00180,0.00200,0.00160
GPT-5,All,Female,50-59,Amygdala,0.00182,0.00010,0.00182,0.00202,0.00162
GPT-5,All,Male,60-69,Amygdala,0.00175,0.00010,0.00175,0.00195,0.00155
GPT-5,All,Female,60-69,Amygdala,0.00177,0.00010,0.00177,0.00197,0.00157
GPT-5,All,Male,70-79,Amygdala,0.00170,0.00010,0.00170,0.00190,0.00150
GPT-5,All,Female,70-79,Amygdala,0.00172,0.00010,0.00172,0.00192,0.00152
GPT-5,All,Male,80-89,Amygdala,0.00165,0.00010,0.00165,0.00185,0.00145
GPT-5,All,Female,80-89,Amygdala,0.00167,0.00010,0.00167,0.00187,0.00147
GPT-5,All,Male,90+,Amygdala,0.00160,0.00010,0.00160,0.00180,0.00140
GPT-5,All,Female,90+,Amygdala,0.00162,0.00010,0.00162,0.00182,0.00142
GPT-5,All,Male,<20,Basal Forebrain,0.00053,0.00003,0.00053,0.00059,0.00047
GPT-5,All,Female,<20,Basal Forebrain,0.00054,0.00003,0.00054,0.00060,0.00048
GPT-5,All,Male,20-29,Basal Forebrain,0.00052,0.00003,0.00052,0.00058,0.00046
GPT-5,All,Female,20-29,Basal Forebrain,0.00053,0.00003,0.00053,0.00059,0.00047
GPT-5,All,Male,30-39,Basal Forebrain,0.00051,0.00003,0.00051,0.00057,0.00045
GPT-5,All,Female,30-39,Basal Forebrain,0.00052,0.00003,0.00052,0.00058,0.00046
GPT-5,All,Male,40-49,Basal Forebrain,0.00050,0.00003,0.00050,0.00056,0.00044
GPT-5,All,Female,40-49,Basal Forebrain,0.00051,0.00003,0.00051,0.00057,0.00045
GPT-5,All,Male,50-59,Basal Forebrain,0.00049,0.00003,0.00049,0.00055,0.00043
GPT-5,All,Female,50-59,Basal Forebrain,0.00050,0.00003,0.00050,0.00056,0.00044
GPT-5,All,Male,60-69,Basal Forebrain,0.00048,0.00003,0.00048,0.00054,0.00042
GPT-5,All,Female,60-69,Basal Forebrain,0.00049,0.00003,0.00049,0.00055,0.00043
GPT-5,All,Male,70-79,Basal Forebrain,0.00047,0.00003,0.00047,0.00053,0.00041
GPT-5,All,Female,70-79,Basal Forebrain,0.00048,0.00003,0.00048,0.00054,0.00042
GPT-5,All,Male,80-89,Basal Forebrain,0.00046,0.00003,0.00046,0.00052,0.00040
GPT-5,All,Female,80-89,Basal Forebrain,0.00047,0.00003,0.00047,0.00053,0.00041
GPT-5,All,Male,90+,Basal Forebrain,0.00045,0.00003,0.00045,0.00051,0.00039
GPT-5,All,Female,90+,Basal Forebrain,0.00046,0.00003,0.00046,0.00052,0.00040
GPT-5,All,Male,<20,Accumbens,0.00079,0.00005,0.00079,0.00089,0.00069
GPT-5,All,Female,<20,Accumbens,0.00080,0.00005,0.00080,0.00090,0.00070
GPT-5,All,Male,20-29,Accumbens,0.00078,0.00005,0.00078,0.00088,0.00068
GPT-5,All,Female,20-29,Accumbens,0.00079,0.00005,0.00079,0.00089,0.00069
GPT-5,All,Male,30-39,Accumbens,0.00077,0.00005,0.00077,0.00087,0.00067
GPT-5,All,Female,30-39,Accumbens,0.00078,0.00005,0.00078,0.00088,0.00068
GPT-5,All,Male,40-49,Accumbens,0.00075,0.00005,0.00075,0.00085,0.00065
GPT-5,All,Female,40-49,Accumbens,0.00076,0.00005,0.00076,0.00086,0.00066
GPT-5,All,Male,50-59,Accumbens,0.00073,0.00005,0.00073,0.00083,0.00063
GPT-5,All,Female,50-59,Accumbens,0.00074,0.00005,0.00074,0.00084,0.00064
GPT-5,All,Male,60-69,Accumbens,0.00072,0.00005,0.00072,0.00082,0.00062
GPT-5,All,Female,60-69,Accumbens,0.00073,0.00005,0.00073,0.00083,0.00063
GPT-5,All,Male,70-79,Accumbens,0.00070,0.00005,0.00070,0.00080,0.00060
GPT-5,All,Female,70-79,Accumbens,0.00071,0.00005,0.00071,0.00081,0.00061
GPT-5,All,Male,80-89,Accumbens,0.00068,0.00005,0.00068,0.00078,0.00058
GPT-5,All,Female,80-89,Accumbens,0.00069,0.00005,0.00069,0.00079,0.00059
GPT-5,All,Male,90+,Accumbens,0.00066,0.00005,0.00066,0.00076,0.00056
GPT-5,All,Female,90+,Accumbens,0.00067,0.00005,0.00067,0.00077,0.00057
GPT-5,All,Male,<20,Ventral DC,0.02160,0.00080,0.02160,0.02320,0.02000
GPT-5,All,Female,<20,Ventral DC,0.02170,0.00080,0.02170,0.02330,0.02010
GPT-5,All,Male,20-29,Ventral DC,0.02150,0.00080,0.02150,0.02310,0.01990
GPT-5,All,Female,20-29,Ventral DC,0.02160,0.00080,0.02160,0.02320,0.02000
GPT-5,All,Male,30-39,Ventral DC,0.02140,0.00080,0.02140,0.02300,0.01980
GPT-5,All,Female,30-39,Ventral DC,0.02150,0.00080,0.02150,0.02310,0.01990
GPT-5,All,Male,40-49,Ventral DC,0.02130,0.00080,0.02130,0.02290,0.01970
GPT-5,All,Female,40-49,Ventral DC,0.02140,0.00080,0.02140,0.02300,0.01980
GPT-5,All,Male,50-59,Ventral DC,0.02120,0.00080,0.02120,0.02280,0.01960
GPT-5,All,Female,50-59,Ventral DC,0.02130,0.00080,0.02130,0.02290,0.01970
GPT-5,All,Male,60-69,Ventral DC,0.02110,0.00080,0.02110,0.02270,0.01950
GPT-5,All,Female,60-69,Ventral DC,0.02120,0.00080,0.02120,0.02280,0.01960
GPT-5,All,Male,70-79,Ventral DC,0.02100,0.00080,0.02100,0.02260,0.01940
GPT-5,All,Female,70-79,Ventral DC,0.02110,0.00080,0.02110,0.02270,0.01950
GPT-5,All,Male,80-89,Ventral DC,0.02080,0.00080,0.02080,0.02240,0.01920
GPT-5,All,Female,80-89,Ventral DC,0.02090,0.00080,0.02090,0.02250,0.01930
GPT-5,All,Male,90+,Ventral DC,0.02060,0.00080,0.02060,0.02220,0.01900
GPT-5,All,Female,90+,Ventral DC,0.02070,0.00080,0.02070,0.02230,0.01910
GPT-5,All,Male,<20,Lateral Ventricle,0.01600,0.00180,0.01600,0.01960,0.01240
GPT-5,All,Female,<20,Lateral Ventricle,0.01550,0.00180,0.01550,0.01910,0.01190
GPT-5,All,Male,20-29,Lateral Ventricle,0.01650,0.00190,0.01650,0.02030,0.01270
GPT-5,All,Female,20-29,Lateral Ventricle,0.01600,0.00190,0.01600,0.01980,0.01220
GPT-5,All,Male,30-39,Lateral Ventricle,0.01750,0.00200,0.01750,0.02150,0.01350
GPT-5,All,Female,30-39,Lateral Ventricle,0.01700,0.00200,0.01700,0.02100,0.01300
GPT-5,All,Male,40-49,Lateral Ventricle,0.01900,0.00220,0.01900,0.02340,0.01460
GPT-5,All,Female,40-49,Lateral Ventricle,0.01840,0.00220,0.01840,0.02280,0.01400
GPT-5,All,Male,50-59,Lateral Ventricle,0.02100,0.00250,0.02100,0.02600,0.01600
GPT-5,All,Female,50-59,Lateral Ventricle,0.02040,0.00250,0.02040,0.02540,0.01540
GPT-5,All,Male,60-69,Lateral Ventricle,0.02400,0.00280,0.02400,0.02960,0.01840
GPT-5,All,Female,60-69,Lateral Ventricle,0.02340,0.00280,0.02340,0.02900,0.01780
GPT-5,All,Male,70-79,Lateral Ventricle,0.02700,0.00300,0.02700,0.03300,0.02100
GPT-5,All,Female,70-79,Lateral Ventricle,0.02640,0.00300,0.02640,0.03240,0.02040
GPT-5,All,Male,80-89,Lateral Ventricle,0.02900,0.00320,0.02900,0.03540,0.02260
GPT-5,All,Female,80-89,Lateral Ventricle,0.02840,0.00320,0.02840,0.03480,0.02200
GPT-5,All,Male,90+,Lateral Ventricle,0.03050,0.00330,0.03050,0.03710,0.02390
GPT-5,All,Female,90+,Lateral Ventricle,0.02990,0.00330,0.02990,0.03650,0.02330
