Index,MRI_measure,disease,pvalue,cohens_d,cohens_d_CI_low,cohens_d_CI_high,Overlap,Overlap_CI_low,Overlap_CI_high
lh.aparc.area.table_lh_caudalanteriorcingulate_area_loop_our_model.rds,lh_caudalanteriorcingulate_area,NMOSD,0.368335832,-0.067001007,-0.212903434,0.078947856,0.897593651,0.82516393,0.924434711
lh.aparc.area.table_lh_caudalmiddlefrontal_area_loop_our_model.rds,lh_caudalmiddlefrontal_area,MCI,0.261691918,0.110477506,-0.082390888,0.303212021,0.94256118,0.832531759,0.944542701
lh.aparc.area.table_lh_caudalmiddlefrontal_area_loop_our_model.rds,lh_caudalmiddlefrontal_area,AD,0.181981344,0.087597351,-0.041027479,0.216175009,0.900853925,0.828349486,0.934543333
lh.aparc.area.table_lh_caudalmiddlefrontal_area_loop_our_model.rds,lh_caudalmiddlefrontal_area,PD,0.090009851,-0.066065587,-0.142429507,0.010310864,0.940068559,0.893538918,0.949284251
lh.aparc.area.table_lh_caudalmiddlefrontal_area_loop_our_model.rds,lh_caudalmiddlefrontal_area,CSVD,0.253398418,0.072060498,-0.051586398,0.195671531,0.931508762,0.868764235,0.952281653
lh.aparc.area.table_lh_caudalmiddlefrontal_area_loop_our_model.rds,lh_caudalmiddlefrontal_area,MS,0.018991677,-0.141146551,-0.25902429,-0.023205144,0.938812456,0.874676752,0.955144435
lh.aparc.area.table_lh_caudalmiddlefrontal_area_loop_our_model.rds,lh_caudalmiddlefrontal_area,NMOSD,0.020934781,0.172254669,0.026039469,0.318350669,0.869952813,0.782927671,0.907755542
lh.aparc.area.table_lh_cuneus_area_loop_our_model.rds,lh_cuneus_area,MCI,0.528301893,-0.062037237,-0.25470009,0.130700854,0.937996509,0.835595883,0.942082551
lh.aparc.area.table_lh_cuneus_area_loop_our_model.rds,lh_cuneus_area,AD,0.002645043,-0.197691127,-0.326491783,-0.068784441,0.924110769,0.855417364,0.949556217
lh.aparc.area.table_lh_cuneus_area_loop_our_model.rds,lh_cuneus_area,PD,0.823026154,-0.008713211,-0.08506211,0.067637351,0.952483925,0.90988075,0.959193694
lh.aparc.area.table_lh_cuneus_area_loop_our_model.rds,lh_cuneus_area,CSVD,0.790670134,0.016742256,-0.106852859,0.140329016,0.960251259,0.891568909,0.969851778
lh.aparc.area.table_lh_cuneus_area_loop_our_model.rds,lh_cuneus_area,MS,0.011903716,-0.151361453,-0.269258931,-0.033395739,0.907977043,0.841481206,0.942200901
lh.aparc.area.table_lh_cuneus_area_loop_our_model.rds,lh_cuneus_area,NMOSD,0.253090303,-0.085135014,-0.231056321,0.060845371,0.910860393,0.830997076,0.935380338
lh.aparc.area.table_lh_entorhinal_area_loop_our_model.rds,lh_entorhinal_area,MCI,7.14E-05,0.394404341,0.199643602,0.588695277,0.800318352,0.702427348,0.836611611
lh.aparc.area.table_lh_entorhinal_area_loop_our_model.rds,lh_entorhinal_area,AD,0.100367207,0.107864678,-0.020797432,0.236468769,0.92913787,0.858736859,0.939595141
lh.aparc.area.table_lh_entorhinal_area_loop_our_model.rds,lh_entorhinal_area,PD,3.17E-07,0.199679731,0.123121358,0.276200364,0.916225316,0.877664866,0.929568134
lh.aparc.area.table_lh_entorhinal_area_loop_our_model.rds,lh_entorhinal_area,CSVD,0.842035497,0.012569849,-0.111023295,0.136156753,0.952204848,0.875105065,0.953548339
lh.aparc.area.table_lh_entorhinal_area_loop_our_model.rds,lh_entorhinal_area,MS,0.003502768,0.175811141,0.05778109,0.293762003,0.917971103,0.847091282,0.933177976
lh.aparc.area.table_lh_entorhinal_area_loop_our_model.rds,lh_entorhinal_area,NMOSD,0.000186355,0.279592755,0.132899201,0.426093942,0.859128394,0.778010327,0.9034288
lh.aparc.area.table_lh_frontalpole_area_loop_our_model.rds,lh_frontalpole_area,MCI,0.000308213,-0.35771678,-0.551698106,-0.163307953,0.867541573,0.758584012,0.912259294
lh.aparc.area.table_lh_frontalpole_area_loop_our_model.rds,lh_frontalpole_area,AD,0.000304143,-0.237766869,-0.366696973,-0.108709503,0.908655022,0.837653733,0.919951411
lh.aparc.area.table_lh_frontalpole_area_loop_our_model.rds,lh_frontalpole_area,PD,2.80E-32,-0.466976281,-0.544316722,-0.389549461,0.787288436,0.748791662,0.812975526
lh.aparc.area.table_lh_frontalpole_area_loop_our_model.rds,lh_frontalpole_area,CSVD,0.332169275,-0.061178995,-0.18478155,0.062453978,0.890975188,0.814962721,0.917741911
lh.aparc.area.table_lh_frontalpole_area_loop_our_model.rds,lh_frontalpole_area,MS,5.12E-05,-0.24431142,-0.362458606,-0.126054579,0.902781431,0.836966976,0.930776452
lh.aparc.area.table_lh_frontalpole_area_loop_our_model.rds,lh_frontalpole_area,NMOSD,4.89E-09,-0.440881176,-0.588382073,-0.293081059,0.812428502,0.734077489,0.858225134
lh.aparc.area.table_lh_fusiform_area_loop_our_model.rds,lh_fusiform_area,MCI,0.098495062,0.16277017,-0.030302317,0.355645811,0.937099252,0.833885936,0.941321833
lh.aparc.area.table_lh_fusiform_area_loop_our_model.rds,lh_fusiform_area,AD,0.017397246,0.156248836,0.027471006,0.284942718,0.891205811,0.823075345,0.926161751
lh.aparc.area.table_lh_fusiform_area_loop_our_model.rds,lh_fusiform_area,PD,0.000527921,0.135189951,0.058740569,0.211613738,0.905207876,0.870419143,0.923712171
lh.aparc.area.table_lh_fusiform_area_loop_our_model.rds,lh_fusiform_area,CSVD,0.321241774,-0.062577406,-0.186180901,0.061057257,0.937494263,0.875300906,0.952160249
lh.aparc.area.table_lh_fusiform_area_loop_our_model.rds,lh_fusiform_area,MS,0.059497275,0.113345282,-0.004537782,0.23117719,0.926153755,0.863961555,0.951632142
lh.aparc.area.table_lh_fusiform_area_loop_our_model.rds,lh_fusiform_area,NMOSD,0.776502902,0.021137715,-0.124758313,0.167019065,0.91357522,0.839528826,0.939059728
lh.aparc.area.table_lh_inferiorparietal_area_loop_our_model.rds,lh_inferiorparietal_area,MCI,0.42489742,-0.078512531,-0.271193423,0.114263506,0.943336721,0.826221349,0.942567814
lh.aparc.area.table_lh_inferiorparietal_area_loop_our_model.rds,lh_inferiorparietal_area,AD,0.008229566,0.173675641,0.044846977,0.302411074,0.878466088,0.804831978,0.902839402
lh.aparc.area.table_lh_inferiorparietal_area_loop_our_model.rds,lh_inferiorparietal_area,PD,0.143979957,0.056934458,-0.019435793,0.133293837,0.926550789,0.884712449,0.947381582
lh.aparc.area.table_lh_inferiorparietal_area_loop_our_model.rds,lh_inferiorparietal_area,CSVD,0.158379673,0.089010345,-0.034661886,0.212638299,0.959137608,0.883297297,0.953487075
lh.aparc.area.table_lh_inferiorparietal_area_loop_our_model.rds,lh_inferiorparietal_area,MS,0.399489351,0.05064251,-0.067150649,0.168412795,0.948499707,0.88004935,0.956422885
lh.aparc.area.table_lh_inferiorparietal_area_loop_our_model.rds,lh_inferiorparietal_area,NMOSD,0.803077551,-0.018567743,-0.164449053,0.127326456,0.964068628,0.867764019,0.954992459
lh.aparc.area.table_lh_inferiortemporal_area_loop_our_model.rds,lh_inferiortemporal_area,MCI,0.503469757,0.065820888,-0.126925361,0.258487305,0.900731709,0.811590596,0.942057374
lh.aparc.area.table_lh_inferiortemporal_area_loop_our_model.rds,lh_inferiortemporal_area,AD,0.041402682,0.133940178,0.005220358,0.262587983,0.873527435,0.809508128,0.905751177
